event_id,source_id,source,category,title,content,occurred_at,address,latitude,longitude,coord_x,coord_y,coord_crs,source_url,first_collected_at,last_collected_at
635ebe526100505d69b1dc19121ed25264155e8e79d7b8ce85f0eb324ed91620,1097487,accident,도로돌발,도로돌발-공사,[공사/전면통제]동남로 대명초교입구교차로↔생태공원앞교차로 공사 관련 전면통제,2026-09-01 10:00,,37.5414504,127.153889,213600.1852139031,449131.5224330614100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-09-01T11:11:02+09:00,2026-09-01T11:26:22+09:00
05a1c6f04a43272e6bfbde591ac1930160807b77dffc84c96d93dc00112bbd71,1097431,accident,도로돌발,도로돌발-공사,양재대로 (탄천교 → 수서IC) 4차로 시설물보수,2026-08-31 17:18,,37.4935897,127.1018211,209004.349493,443813.322173100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T17:22:36+09:00,2026-08-31T18:18:39+09:00
61ae012c79899004f7aecee4b1d61a89727e741e9b0d7b1133f8f74f0c23eab6,1097430,accident,도로돌발,도로돌발-사고,[사고] 밤고개로 수서역앞교차로 에서 수서ic 방향 1차로 교통사고   서울청,2026-08-31 17:01,,37.4872196,127.1016888,208993.411993,443106.322173100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T17:12:36+09:00,2026-08-31T18:18:39+09:00
b52d430ad65a64a8985fb49fc4747d5a509b2362d8d001da7dbcd8315999fbe9,1097425,accident,도로돌발,도로돌발-사고,서부간선도로 (오금교동단 → 고척교) 2차로 추돌사고,2026-08-31 16:17,,37.5058733,126.8740723,188865.660846,445179.223539100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T16:22:32+09:00,2026-08-31T18:18:39+09:00
30c3f783e235fd178938d0da7724f821832d9d312ba0993bbe8c6f0a01bab6ea,1097420,accident,도로돌발,도로돌발-공사,안양천로 (오금교서단 → 동양미래대학) 2차로 시설물보수,2026-08-31 15:23,,37.5020213,126.8698046,188487.723346,444752.223539100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T15:32:28+09:00,2026-08-31T18:18:39+09:00
d8041a54f57cc4b3aedb32db026212b4d46369a07d5e35030b5b8d96ba1a980e,1097417,accident,도로돌발,도로돌발-기타,"천호대로 (강동성심병원 → 천호신사거리) 주변건물 화재 진압 작업으로 5차로 차단서울종합방재센터(119) : [화재] 일반화재(일반주택, 근린생활시설 등) - 현장도착 (서울특별시 서울 강동구 천호대로 1055(천호동))",2026-08-31 15:12,,37.5364935,127.1304088,211525.848346,448578.223539100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T15:22:27+09:00,2026-08-31T18:18:39+09:00
abf5b04abe70e9cf43120aa66ee1756e7121c16b38fd27da4f06c75c6efc9c61,S0001V1148656657,accident,화재사고,화재사고-지하화재,위치 : 강동구 천호대로 () 일대,2026-08-31 14:39,,37.5384577,127.1298681,211477.754,448796.1684,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T14:42:24+09:00,2026-08-31T18:18:39+09:00
884dce13ca32f09aa388abf4b9bfdb4b7927e0fc773bab8f02d02983b9938dcd,1097412,accident,도로돌발,도로돌발-사고,[사고] 올림픽대로 하남 방향 천호대교남단→암사대교남단 구간 4차로 충돌사고 * 발생 일시 : 2026년08월31일 14시31분,2026-08-31 14:25,,37.5410164,127.1182671,210452.096886,449078.798881100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T14:32:23+09:00,2026-08-31T18:18:39+09:00
67e1d25232d5c4d59caf932c86fa8b4ec7891aaf0ee8af30be531a6f7c3cb101,1097406,accident,도로돌발,도로돌발-공사,[공사] 강변북로 일산 방향 천호대교북단→올림픽대교북단 구간 1차로 녹지작업 *,2026-08-31 12:56,,37.5442316,127.1076196,209510.698068,449434.507659100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T13:22:18+09:00,2026-08-31T18:18:39+09:00
95e7634363305756b3aa68ef5270a09143186bf6db1428c9ae57caaa84061951,1097400,accident,도로돌발,도로돌발-사고,[고장] 분당수서로 청담대교 방향 수서→탄천1교 구간 고장차량  * 발생 일시 : 2026년08월31일 12시31분,2026-08-31 12:45,,37.491084,127.1037366,209174.044478,443535.409108100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T13:22:18+09:00,2026-08-31T18:18:39+09:00
58e9c58b2e950401887005e82a114cb18e4be09e8605cb71fa33343accb4925f,1097394,accident,도로돌발,도로돌발-공사,백제고분로 (배명사거리 → 석촌역) 3차로 시설물보수,2026-08-31 11:43,,37.5041342,127.1053437,209314.5556246947,444983.9703124999100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T11:56:02+09:00,2026-08-31T18:18:39+09:00
223e69d249e37a50457c9dd2521e62b98a9f090e28bdf66fcd949536e64b60a1,1097393,accident,도로돌발,도로돌발-사고,강동대로 (둔촌사거리 → 올림픽공원북2문) 6차로 사고처리,2026-08-31 11:27,,37.5218765,127.1328073,211740.1181246947,446956.2203124999100000,EPSG:4326 (WGS84) / EPSG:5186,https://safecity.seoul.go.kr/news/acdnt/getAcdntList.do,2026-08-31T11:36:00+09:00,2026-08-31T18:18:39+09:00
